Time(ms),Main(mA),Main Voltage(V),
1750953029889648,51.06264595802825,4.1905,
1750953029889653,50.32401152515186,4.1935,
1750953029889653,52.0751246825385,4.1925,
1750953029889654,50.87263155158842,4.19075,
1750953029889654,50.491671295539945,4.1925,
1750953029889655,50.39759553548885,4.1930000000000005,
1750953029889655,52.55574935765101,4.19175,
1750953029889656,52.783021490843744,4.19,
1750953029889656,53.417334288811986,4.1922500000000005,
1750953029889656,52.513834415053985,4.1925,
1750953029889657,52.866851376037786,4.195,
1750953029889657,51.85064687885224,4.1915000000000004,
1750953029889658,61.45791374844653,4.191,
1750953029889658,62.194524780189795,4.189,
1750953029889659,61.70345075902762,4.19,
1750953029889659,61.82621926431816,4.19125,
1750953029889659,60.96683972728435,4.19175,
1750953029889660,60.72130271670326,4.19,
1750953029889660,54.38976095706287,4.19025,
1750953029889661,52.42441587084701,4.19175,
1750953029889661,50.61275890748689,4.19075,
1750953029889661,51.26383768249395,4.18975,
1750953029889662,50.81581351829024,4.19375,
1750953029889662,50.32587441148951,4.1945,
1750953029889663,51.79103451604758,4.19075,
1750953029889663,50.97788462966539,4.192,
1750953029889664,53.94918833820974,4.1922500000000005,
1750953029889664,53.13603845182754,4.1930000000000005,
1750953029889664,54.237935720544776,4.192,
1750953029889665,52.92366940933597,4.1895,
1750953029889665,52.76532407063611,4.19175,
1750953029889666,53.12113536112638,4.19425,
1750953029889666,51.770542766333485,4.1930000000000005,
1750953029889667,53.235702870891565,4.1930000000000005,
1750953029889667,51.07848049189823,4.1895,
1750953029889667,51.96614583178625,4.1930000000000005,
1750953029889668,50.01197806359626,4.19125,
1750953029915553,51.14181862737818,4.1915000000000004,
1750953029915555,50.39480120598239,4.191,
1750953029915556,51.94658552524098,4.1895,
1750953029915556,50.20012958369844,4.19075,
1750953029915557,50.79159599590085,4.19275,
1750953029915557,51.339284579168584,4.1945,
1750953029915558,50.92013515319837,4.19175,
1750953029915558,50.44603058026763,4.19025,
1750953029915558,51.27222067101336,4.1922500000000005,
1750953029915559,53.03637403276351,4.191,
1750953029915559,52.240921566588945,4.1935,
1750953029915560,52.44397617739229,4.191,
1750953029915560,52.469125142950496,4.19075,
1750953029915561,53.272029154475646,4.19325,
1750953029915561,52.932983841024196,4.1945,
1750953029915561,52.17106332892724,4.1935,
1750953029915562,53.00843073769883,4.19025,
1750953029915562,50.567118192214586,4.19175,
1750953029915563,50.78693878005674,4.19375,
1750953029915563,51.26290623932512,4.1930000000000005,
1750953029915564,51.00675936789889,4.18875,
1750953029915564,50.679822815642126,4.19675,
1750953029915565,50.98161040234067,4.194,
1750953029915565,49.823826543494086,4.19175,
1750953029915565,51.20888253553341,4.1925,
1750953029915566,51.6149917571401,4.192,
1750953029915566,51.616854643477744,4.1935,
1750953029915567,50.86052279039372,4.19425,
1750953029915567,51.188390785819315,4.19,
1750953029915568,57.63770328674756,4.191,
1750953029915568,64.40435787541959,4.1930000000000005,
1750953029915569,62.31729328548034,4.1922500000000005,
1750953029915569,61.58068225373707,4.19,
1750953029915569,61.70345075902762,4.18825,
1750953029915570,63.053904317223605,4.1905,
1750953029915570,57.38155641532132,4.192,
1750953029915571,55.50842420281891,4.191,
1750953029915571,50.94994133460071,4.1922500000000005,
1750953029915572,50.31283420712599,4.1922500000000005,
1750953029915572,49.72136779492359,4.19,
1750953029915573,50.884740312783116,4.19275,
1750953029915573,50.67609704296684,4.1905,
1750953029915573,51.93447676404628,4.191,
1750953029915574,50.2150326743996,4.1935,
1750953029915574,50.500985727228176,4.19175,
1750953029915575,50.67423415662919,4.1922500000000005,
1750953029915575,50.8512083587055,4.19175,
1750953029915576,50.65746817959038,4.19525,
1750953029915576,52.26048187313422,4.1922500000000005,
1750953029915577,52.21577260103073,4.19175,
1750953029915577,52.56878956201453,4.194,
