Time(ms),Main(mA),Main Voltage(V),
1756315074613770,96.672786687213,4.2010000000000005,
1756315074613776,99.25105506469772,4.2035,
1756315074613777,109.31857920535238,4.2,
1756315074613779,132.76854397199918,4.19625,
1756315074613780,178.07240260494507,4.1945,
1756315074613781,226.44562835394422,4.1965,
1756315074613782,141.85387063551678,4.20125,
1756315074613783,123.92876667776582,4.19625,
1756315074613784,216.25532952864745,4.19375,
1756315074613786,167.75932909500617,4.2015,
1756315074613787,114.72066532960608,4.19875,
1756315074613788,97.9005335336343,4.203,
1756315074613789,94.83116641758106,4.203,
1756315074613790,96.18168794864448,4.205,
1756315074613791,95.32226515614957,4.204,
1756315074613792,97.04111074113939,4.202,
1756315074613793,95.19949047150745,4.2005,
1756315074613794,101.95209812682458,4.202,
1756315074613795,98.02330821827643,4.2,
1756315074613796,104.53036650430931,4.2005,
1756315074613797,107.72250830500468,4.19725,
1756315074613798,109.56412857463663,4.2010000000000005,
1756315074613799,108.2136070435732,4.20175,
1756315074613800,131.54079712557788,4.1965,
1756315074613801,170.95147089570156,4.19175,
1756315074613802,225.83175493073358,4.19,
1756315074613804,208.6432990808354,4.20075,
1756315074613805,143.32716685122233,4.19125,
1756315074613806,163.58498981717375,4.19975,
1756315074613807,120.85939956171258,4.1985,
1756315074613808,108.09083235893108,4.199,
1756315074613809,103.30261965788802,4.202,
1756315074613810,99.49660443398199,4.19925,
1756315074613811,132.52299460271493,4.1922500000000005,
1756315074613812,201.76791674087613,4.198,
1756315074613813,117.17615902244869,4.20175,
1756315074613814,98.02330821827643,4.1965,
1756315074613815,98.63718164148708,4.199,
1756315074638500,97.9005335336343,4.1975,
1756315074638504,98.14608290291856,4.2005,
1756315074638505,99.49660443398199,4.2015,
1756315074638505,98.02330821827643,4.1975,
1756315074638506,98.26885758756069,4.19875,
1756315074638507,99.00550569541348,4.19825,
1756315074638508,102.32042218075098,4.19575,
1756315074638508,135.46958703412602,4.195,
1756315074638509,119.50887803064914,4.2002500000000005,
1756315074638510,114.84344001424822,4.194,
1756315074638510,163.46221513253164,4.196,
1756315074638511,164.5671872943108,4.1935,
1756315074638512,146.27375928263345,4.199,
1756315074638512,102.93429560396163,4.19775,
1756315074638513,97.16388542578153,4.19725,
1756315074638514,97.04111074113939,4.20175,
1756315074638514,97.77775884899218,4.20075,
1756315074638515,95.93613857936022,4.1995000000000005,
1756315074638516,95.93613857936022,4.199,
1756315074638516,95.44503984079171,4.198,
1756315074638517,98.63718164148708,4.197,
1756315074638518,97.9005335336343,4.2010000000000005,
1756315074638518,97.28666011042365,4.198,
1756315074638519,97.53220947970792,4.199,
1756315074638520,95.69058921007597,4.1965,
1756315074638520,95.44503984079171,4.19925,
1756315074638521,97.40943479506578,4.1975,
1756315074638522,95.8133638947181,4.1965,
1756315074638522,94.09451830972827,4.1975,
1756315074638523,108.45915641285747,4.19775,
1756315074638524,112.14239695212136,4.19825,
1756315074638524,106.61753614322552,4.19325,
1756315074638525,134.8557136109154,4.1945,
1756315074638525,137.18843261911584,4.196,
1756315074638526,133.87351613377834,4.195,
1756315074638527,140.01225036588482,4.198,
1756315074638527,140.6261237890955,4.19325,
1756315074638528,143.941040274433,4.19325,
1756315074638529,147.37873144441264,4.19275,
1756315074638530,148.4837036061918,4.19525,
1756315074638530,151.18474666831864,4.19275,
1756315074638531,147.13318207512836,4.1935,
1756315074638531,135.10126298019964,4.19725,
1756315074638532,108.70470578214173,4.1975,
1756315074638533,105.02146524287782,4.19475,
1756315074638533,117.05338433780655,4.19775,
1756315074638534,117.91280713030146,4.19425,
1756315074638535,118.77222992279637,4.19725,
1756315074638536,112.51072100604775,4.19775,
1756315074638536,102.32042218075098,4.1935,
1756315074638537,125.033738839545,4.1955,
1756315074638537,138.53895415017928,4.1955,
1756315074638538,102.19764749610884,4.19325,
1756315074638539,99.74215380326625,4.199,
1756315074638539,92.37567272473846,4.19725,
1756315074638540,91.63902461688568,4.19775,
