Time(ms),Main(mA),Main Voltage(V),
1756273267810038,120.5614727916836,4.19325,
1756273267810039,113.68627678726988,4.18975,
1756273267810039,113.56350543004821,4.191,
1756273267810040,116.8783320750334,4.1925,
1756273267810040,144.13357337824496,4.187,
1756273267810041,155.91962367152564,4.18725,
1756273267810042,151.37708345432372,4.18975,
1756273267810042,140.08211858992973,4.18825,
1756273267810043,141.80091759103317,4.19,
1756273267810044,128.29606829664905,4.19025,
1756273267810044,120.5614727916836,4.18925,
1756273267810045,116.63278936059005,4.1915000000000004,
1756273267810046,118.96544514780184,4.1895,
1756273267810046,123.99907079389047,4.1895,
1756273267810047,127.06835472443231,4.189,
1756273267835730,124.98124165166386,4.1875,
1756273267835734,138.3633195888263,4.18925,
1756273267835735,139.59103316104304,4.19025,
1756273267835736,139.59103316104304,4.188,
1756273267835737,140.2048899471514,4.188,
1756273267835737,156.28793774319067,4.188,
1756273267835738,162.91759103316105,4.18975,
1756273267835739,146.09791509379176,4.19075,
1756273267835739,140.81874673325976,4.1857500000000005,
1756273267835740,140.94151809048145,4.188,
