name,path,accuracy,profile,is_baseline,latency_p50_ms,latency_p90_ms,latency_mean_ms,latency_std_ms,throughput_ips,backend,ts_csv
EnergyNet_12710_2107_145,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_12710_2107_145.tflite,0.7535,0_1,False,2.027,2.149,2.0424509516837484,0.101320585589741,493.33991119881597,CPU,latency_acc_live/EnergyNet_12710_2107_145_inference_time.csv
EnergyNet_12798_2195_25,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_12798_2195_25.tflite,0.1,0_1,False,0.668,0.713,0.6885651703623581,0.08798124215296986,1497.005988023952,CPU,latency_acc_live/EnergyNet_12798_2195_25_inference_time.csv
EnergyNet_12798_2195_37,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_12798_2195_37.tflite,0.1,0_1,False,0.778,0.804,0.7812954954954955,0.04004536928698573,1285.3470437017995,CPU,latency_acc_live/EnergyNet_12798_2195_37_inference_time.csv
EnergyNet_12820_2217_145,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_12820_2217_145.tflite,0.6796,0_1,False,0.903,0.99,0.916769014084507,0.061731644569713924,1107.4197120708748,CPU,latency_acc_live/EnergyNet_12820_2217_145_inference_time.csv
EnergyNet_12830_2227_225,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_12830_2227_225.tflite,0.8833,0_1,False,36.8095,39.5697,37.104000000000006,1.7371524798697888,27.166899849223707,CPU,latency_acc_live/EnergyNet_12830_2227_225_inference_time.csv
EnergyNet_13136_2533_225,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_13136_2533_225.tflite,0.8821,0_1,False,61.4815,64.8693,61.89046634615384,2.1988499242222135,16.2650553418508,CPU,latency_acc_live/EnergyNet_13136_2533_225_inference_time.csv
EnergyNet_13157_2554_145,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_13157_2554_145.tflite,0.7732,0_1,False,3.546,3.621,3.5498753117206983,0.13147268441428184,282.0078962210942,CPU,latency_acc_live/EnergyNet_13157_2554_145_inference_time.csv
EnergyNet_13193_2590_225,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_13193_2590_225.tflite,0.7808,0_1,False,366.8725,369.1322,373.3157376237624,61.66412077670314,2.7257425944980884,CPU,latency_acc_live/EnergyNet_13193_2590_225_inference_time.csv
EnergyNet_13282_2679_145,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_13282_2679_145.tflite,0.7196,0_1,False,2.634,2.693,2.6235730129390014,0.0926297897052011,379.65072133637057,CPU,latency_acc_live/EnergyNet_13282_2679_145_inference_time.csv
EnergyNet_13289_2686_145,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_13289_2686_145.tflite,0.657,0_1,False,1.056,1.2007,1.0751355661881978,0.10116567393899528,946.9696969696969,CPU,latency_acc_live/EnergyNet_13289_2686_145_inference_time.csv
EnergyNet_13359_2756_145,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_13359_2756_145.tflite,0.7983,0_1,False,1.868,1.92,1.8632830440587451,0.1379259683908538,535.3319057815845,CPU,latency_acc_live/EnergyNet_13359_2756_145_inference_time.csv
EnergyNet_13401_2798_145,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_13401_2798_145.tflite,0.6727,0_1,False,1.912,2.0088,1.9208709677419353,0.09532857571510932,523.0125523012553,CPU,latency_acc_live/EnergyNet_13401_2798_145_inference_time.csv
EnergyNet_13470_2867_145,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_13470_2867_145.tflite,0.6909,0_1,False,1.947,2.0286,1.9359590395480228,0.08915296488115318,513.6106831022086,CPU,latency_acc_live/EnergyNet_13470_2867_145_inference_time.csv
EnergyNet_13472_2869_225,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_13472_2869_225.tflite,0.8814,0_1,False,61.4505,65.1688,61.96867307692308,2.3695587464202457,16.273260591858488,CPU,latency_acc_live/EnergyNet_13472_2869_225_inference_time.csv
EnergyNet_13539_2936_145,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_13539_2936_145.tflite,0.747,0_1,False,3.477,3.703,3.5013430656934306,0.1703423390594549,287.60425654299684,CPU,latency_acc_live/EnergyNet_13539_2936_145_inference_time.csv
EnergyNet_13547_2944_145,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_13547_2944_145.tflite,0.7612,0_1,False,2.63,2.704,2.648865671641791,0.13094363553542976,380.2281368821293,CPU,latency_acc_live/EnergyNet_13547_2944_145_inference_time.csv
EnergyNet_13555_2952_145,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_13555_2952_145.tflite,0.756,0_1,False,2.3804999999999996,2.4615,2.3888634812286687,0.07852534946998169,420.0798151648814,CPU,latency_acc_live/EnergyNet_13555_2952_145_inference_time.csv
EnergyNet_13579_2976_145,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_13579_2976_145.tflite,0.7288,0_1,False,2.612,2.7016,2.6197898686679175,0.11251331766318821,382.8483920367534,CPU,latency_acc_live/EnergyNet_13579_2976_145_inference_time.csv
EnergyNet_13627_3024_145,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_13627_3024_145.tflite,0.7781,0_1,False,2.382,2.5862,2.4202086206896554,0.13395850976879675,419.8152812762384,CPU,latency_acc_live/EnergyNet_13627_3024_145_inference_time.csv
EnergyNet_13752_3149_117,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_13752_3149_117.tflite,0.5325,0_1,False,1.543,1.5852,1.5525478065241844,0.09684462884039392,648.0881399870383,CPU,latency_acc_live/EnergyNet_13752_3149_117_inference_time.csv
EnergyNet_13778_3175_145,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_13778_3175_145.tflite,0.7558,0_1,False,3.003,3.2392,3.0272489361702126,0.17977829061225387,333.000333000333,CPU,latency_acc_live/EnergyNet_13778_3175_145_inference_time.csv
EnergyNet_13821_3218_145,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_13821_3218_145.tflite,0.6869,0_1,False,0.793,0.862,0.8091547836684947,0.0521605049090144,1261.0340479192937,CPU,latency_acc_live/EnergyNet_13821_3218_145_inference_time.csv
EnergyNet_1384_1385_109,/home/xiaolong/Downloads/GreenAuto/model_search_results/models/EnergyNet_1384_1385_109.tflite,0.1,0_1,False,0.506,0.549,0.5092016985138005,0.05449616045691704,1976.2845849802372,CPU,latency_acc_live/EnergyNet_1384_1385_109_inference_time.csv
