inference_index,duration_us
1,7344
2,4623
3,4501
4,4103
5,4015
6,3850
7,3639
8,3651
9,3651
10,3631
11,3626
12,3692
13,3622
14,3647
15,3640
16,3679
17,3748
18,3787
19,3788
20,3836
21,3760
22,3749
23,3753
24,3783
25,3791
26,3807
27,3798
28,3871
29,3818
30,3734
31,3740
32,3724
33,3778
34,3744
35,3743
36,3742
37,3786
38,3755
39,3755
40,3751
41,3777
42,3738
43,3737
44,3742
45,3736
46,3773
47,3734
48,3741
49,3752
50,3789
51,3738
52,4022
53,3742
54,3788
55,3770
56,3780
57,3836
58,3819
59,3738
60,3793
61,3749
62,3806
63,3694
64,3645
65,3631
66,3632
67,3628
68,3671
69,3641
70,3690
71,3674
72,3645
73,3658
74,3621
75,3657
76,3598
77,3619
78,3641
79,3675
80,3618
81,3616
82,3663
83,3648
84,3678
85,3653
86,3627
87,3656
88,3690
89,3625
90,3658
91,3674
92,3655
93,3713
94,3745
95,3715
96,3761
97,3769
98,3733
99,3771
100,3756
101,3785
102,3783
103,3810
104,3754
105,3787
106,3991
107,3784
108,3805
109,3792
110,3810
111,3749
112,3819
113,3793
114,3746
115,3739
116,3743
117,3762
118,3747
119,3718
120,3950
121,3749
122,3778
123,3744
124,3790
125,3829
126,3807
127,3774
128,3768
129,3782
130,3819
131,3777
132,3827
133,3860
134,3899
135,3815
136,3809
137,3817
138,3871
139,3828
140,3883
141,3821
142,3972
143,4111
144,3898
145,3781
146,3782
147,3762
148,3786
149,3765
150,3711
151,3744
152,3662
153,3649
154,3703
155,3665
156,3654
157,3656
158,3685
159,3666
160,3662
161,3677
162,3696
163,3667
164,3665
165,3683
166,3865
167,3806
168,3814
169,3816
170,3855
171,3829
172,3841
173,3872
174,3849
175,3790
176,3797
177,3796
178,3839
179,3808
180,3791
181,3796
182,4090
183,3809
184,3686
185,3766
186,3741
187,3796
188,3809
189,3812
190,3814
191,3686
192,3675
193,3757
194,3762
195,3704
196,3683
197,3699
198,3695
199,3684
200,3874
201,3811
202,3925
203,3882
204,3878
205,3875
206,3839
207,3884
208,3907
209,3898
210,3772
211,3746
212,3725
213,3753
214,3691
215,3728
216,3776
217,3862
218,3743
219,3821
220,3709
221,3809
222,3716
223,3650
224,3697
225,3715
226,3709
227,3779
228,3807
229,3784
230,3844
231,3830
232,3893
233,3926
234,3848
235,3899
236,3824
237,3883
238,3793
239,3818
240,3790
241,3842
242,3801
243,3813
244,3847
245,3954
246,3853
247,3873
248,3819
249,3861
250,3729
251,3696
252,3691
253,3760
254,3701
255,3657
256,3683
257,3693
258,3705
259,3708
260,3762
261,3972
262,3675
263,3667
264,3672
265,3717
266,3669
267,3701
268,3736
269,3706
270,3664
271,3709
272,3663
273,3709
274,3716
275,3695
276,3786
277,3854
278,3817
279,3794
280,3802
281,3857
282,3923
283,3791
284,3902
285,3865
286,3859
287,3816
288,3828
289,3830
290,3835
291,3818
292,3837
293,3829
294,3842
295,3855
296,3856
297,3841
298,3829
299,3801
300,3808
301,3839
302,3789
303,3782
304,3803
305,3849
306,3839
307,3792
308,3834
309,3864
310,3869
311,3800
312,3805
313,3841
314,3788
315,3664
316,3711
317,3741
318,3691
319,3748
320,3714
321,3702
322,3674
323,3662
324,3657
325,3687
326,3659
327,3689
328,3687
329,3701
330,3691
331,3692
332,3740
333,3734
334,3762
335,3663
336,3739
337,3712
338,3673
339,3780
340,3871
341,3834
342,3826
343,3928
344,3929
345,3958
346,3929
347,3855
348,3831
349,3825
350,3815
351,3815
352,3807
353,3835
354,4005
355,3784
356,3841
357,3834
358,3834
359,3822
360,3778
361,3823
362,3789
363,3796
364,3993
365,3836
366,3791
367,3785
368,3824
369,3900
370,3847
371,3818
372,3827
373,3836
374,3799
375,3793
376,3797
377,4025
378,3798
379,3807
380,3794
