inference_index,duration_us
1,1897
2,917
3,770
4,758
5,1171
6,815
7,927
8,859
9,876
10,840
11,754
12,746
13,747
14,1044
15,781
16,915
17,842
18,972
19,796
20,785
21,785
22,954
23,812
24,819
25,791
26,848
27,879
28,759
29,788
30,784
31,938
32,757
33,784
34,781
35,782
36,950
37,825
38,843
39,794
40,967
41,781
42,790
43,784
44,797
45,960
46,781
47,798
48,783
49,820
50,826
51,786
52,779
53,800
54,778
55,820
56,776
57,811
58,813
59,791
60,803
61,862
62,782
63,877
64,805
65,803
66,787
67,799
68,792
69,828
70,807
71,819
72,782
73,823
74,806
75,784
76,812
77,781
78,833
79,805
80,806
81,835
82,834
83,781
84,812
85,812
86,803
87,809
88,785
89,802
90,808
91,801
92,811
93,778
94,829
95,785
96,807
97,811
98,784
99,836
100,828
101,804
102,821
103,806
104,783
105,802
106,800
107,777
108,832
109,784
110,772
111,801
112,771
113,835
114,781
115,804
116,822
117,831
118,808
119,775
120,871
121,883
122,860
123,861
124,942
125,884
126,887
127,861
128,871
129,881
130,879
131,905
132,867
133,864
134,913
135,854
136,866
137,834
138,862
139,938
140,871
141,861
142,865
143,882
144,902
145,830
146,878
147,863
148,860
149,874
150,891
151,918
152,829
153,835
154,869
155,859
156,839
157,851
158,835
159,828
160,1022
161,844
162,880
163,844
164,846
165,853
166,896
167,824
168,835
169,906
170,848
171,905
172,791
173,780
174,758
175,778
176,755
177,758
178,775
179,756
180,789
181,757
182,775
183,797
184,775
185,771
186,809
187,757
188,823
189,762
190,763
191,787
192,777
193,777
194,779
195,760
196,778
197,783
198,781
199,801
200,775
201,793
202,774
203,753
204,780
205,756
206,791
207,756
208,761
209,781
210,784
211,800
212,758
213,781
214,760
215,759
216,814
217,755
218,755
219,779
220,774
221,805
222,756
223,751
224,765
225,848
226,794
227,759
228,756
229,759
230,778
231,802
232,757
233,784
234,763
235,780
236,790
237,754
238,757
239,760
240,756
241,783
242,759
243,780
244,855
245,813
246,795
247,758
248,761
249,801
250,755
251,808
252,777
253,808
254,799
255,790
256,832
257,771
258,802
259,808
260,786
261,822
262,778
263,835
264,785
265,778
266,812
267,807
268,801
269,803
270,788
271,809
272,805
273,789
274,784
275,787
276,799
277,786
278,813
279,779
280,783
281,879
282,774
283,816
284,779
285,786
286,828
287,782
288,813
289,777
290,845
291,818
292,776
293,816
294,775
295,809
296,786
297,783
298,814
299,841
300,806
301,791
302,785
303,828
304,804
305,784
306,783
307,778
308,829
309,785
310,782
311,779
312,787
313,926
314,794
315,804
316,836
317,942
318,863
319,856
320,858
321,863
322,873
323,837
324,832
325,856
326,908
327,840
328,842
329,849
330,855
331,844
332,866
333,852
334,855
335,900
336,833
337,868
338,865
339,870
340,876
341,865
342,886
343,866
344,842
345,840
346,884
347,838
348,848
349,842
350,848
351,828
352,895
353,836
354,831
355,846
356,838
357,853
358,833
359,832
360,837
361,858
362,838
363,834
364,851
365,848
366,856
367,847
368,838
369,842
370,876
371,828
372,838
373,846
374,840
375,850
376,845
377,837
378,848
379,854
380,833
381,843
382,833
383,846
384,848
385,836
386,846
387,836
388,887
389,833
390,834
391,850
392,834
393,862
394,847
395,834
396,835
397,852
398,848
399,839
400,833
401,840
402,858
403,834
404,857
405,835
406,882
407,840
408,840
409,853
410,866
411,859
412,834
413,828
414,837
415,858
416,832
417,841
418,862
419,847
420,872
421,869
422,848
423,838
424,884
425,842
426,860
427,866
428,853
429,840
430,833
431,844
432,839
433,875
434,848
435,843
436,843
437,857
438,838
439,840
440,873
441,836
442,866
443,833
444,841
445,847
446,873
447,869
448,840
449,827
450,841
451,854
452,844
453,863
454,926
455,852
456,844
457,835
458,838
459,987
460,921
461,828
462,830
463,828
464,854
465,861
466,890
467,843
468,882
469,844
470,836
471,863
472,880
473,836
474,835
475,840
476,843
477,913
478,918
479,828
480,860
481,852
482,846
483,860
484,868
485,884
486,830
487,841
488,862
489,907
490,859
491,825
492,831
493,862
494,895
495,841
496,840
497,850
498,791
499,790
500,768
501,766
502,767
503,782
504,763
505,765
506,798
507,765
508,790
509,769
510,779
511,768
512,794
513,819
514,763
515,766
516,765
517,767
518,809
519,766
520,775
521,776
522,790
523,788
524,763
525,771
526,791
527,784
528,793
529,761
530,774
531,766
532,814
533,766
534,809
535,774
536,811
537,771
538,768
539,774
540,811
541,786
542,769
543,769
544,761
545,796
546,781
547,794
548,770
549,769
550,791
551,809
552,777
553,765
554,772
555,893
556,761
557,773
558,773
559,767
560,808
561,767
562,768
563,771
564,770
565,830
566,794
567,777
568,777
569,855
570,805
571,811
572,871
573,866
574,860
575,857
576,854
577,1031
578,851
579,860
580,874
581,881
582,855
583,895
584,892
585,909
586,871
587,896
588,877
589,880
590,859
591,907
592,913
593,875
594,857
595,855
596,988
597,865
598,854
599,857
600,898
601,851
602,867
603,853
604,905
605,851
606,906
607,865
608,877
609,873
610,866
611,877
612,1024
613,882
614,908
615,882
616,916
617,897
618,880
619,901
620,910
621,880
622,890
623,902
624,854
625,886
626,869
627,1004
628,868
629,875
630,865
631,924
632,878
633,854
634,853
635,894
636,853
637,872
638,863
639,889
640,872
641,880
642,882
643,901
644,855
645,874
646,859
647,928
648,888
649,859
650,857
651,867
652,879
653,886
654,902
655,857
656,874
657,905
658,897
659,857
660,895
661,865
662,923
663,887
664,865
665,849
666,918
667,856
668,862
669,874
670,874
671,854
672,863
673,872
674,908
675,857
676,868
677,857
678,917
679,896
680,849
681,858
682,870
683,889
684,880
685,828
686,825
687,783
688,801
689,777
690,800
691,786
692,790
693,808
694,841
695,796
696,780
697,786
698,805
699,780
700,772
701,780
702,783
703,920
704,781
705,781
706,781
707,890
708,779
709,787
710,780
711,784
712,806
713,792
714,779
715,803
716,805
717,780
718,780
719,809
720,802
721,790
722,782
723,790
724,821
725,778
726,784
727,791
728,860
729,815
730,785
731,787
732,780
733,794
734,804
735,778
736,804
737,800
738,806
739,814
740,779
741,823
742,781
743,786
744,811
745,839
746,783
747,778
748,778
749,818
750,783
751,807
752,805
753,800
754,822
755,787
756,786
757,784
758,845
759,833
760,783
761,805
762,857
763,787
764,813
765,780
766,845
767,808
768,790
769,813
770,797
771,780
772,799
773,804
774,809
775,819
776,804
777,809
778,783
779,833
780,830
781,785
782,787
783,796
784,778
785,812
786,859
787,869
788,877
789,852
790,871
791,915
792,854
793,905
794,905
795,940
796,871
797,861
798,870
799,912
800,881
801,885
802,871
803,909
804,887
805,900
806,881
807,850
808,876
809,897
810,947
811,865
812,847
813,896
814,914
815,857
816,901
817,858
818,867
819,858
820,847
821,909
822,921
823,884
824,879
825,877
826,918
827,898
828,854
829,861
830,909
831,845
832,905
833,865
834,873
835,855
836,864
837,887
838,866
839,862
840,870
841,856
842,923
843,874
844,887
845,916
846,874
847,900
848,860
849,885
850,885
851,857
852,890
853,922
854,894
855,853
856,890
857,927
858,852
859,869
860,882
861,882
862,879
863,877
864,874
865,897
866,882
867,905
868,878
869,1017
870,854
871,855
872,858
873,891
874,885
875,859
876,845
877,853
878,857
879,858
880,873
881,871
882,846
883,859
884,869
885,853
886,877
887,864
888,851
889,857
890,860
891,849
892,871
893,870
894,856
895,847
896,785
897,795
898,826
899,779
900,776
901,799
902,787
903,790
904,816
905,825
906,785
907,782
908,782
909,825
910,776
911,798
912,802
913,797
914,805
915,778
916,786
917,801
918,807
919,809
920,783
921,776
922,849
923,801
924,785
925,785
926,914
927,789
928,809
929,782
930,852
931,777
932,810
933,806
934,787
935,782
936,810
937,822
938,818
939,872
940,784
941,819
942,814
943,819
944,779
945,813
946,778
947,805
948,783
949,824
950,799
951,843
952,786
953,803
954,794
955,866
956,783
957,790
958,804
959,827
960,785
961,779
962,823
963,812
964,831
965,783
966,842
967,806
968,800
969,808
970,778
971,784
972,850
973,801
974,825
975,785
976,811
977,805
978,806
979,805
980,803
981,783
982,812
983,782
984,809
985,805
986,785
987,785
988,784
989,850
990,783
991,795
992,813
993,851
994,821
995,818
996,817
997,863
998,798
999,818
1000,817
1001,805
1002,794
1003,791
1004,832
1005,851
1006,893
1007,868
1008,862
1009,849
1010,864
1011,863
1012,860
1013,854
1014,869
1015,861
1016,857
1017,854
1018,878
1019,869
1020,858
1021,872
1022,902
1023,860
1024,847
1025,858
1026,870
1027,850
1028,862
1029,857
1030,864
1031,852
1032,866
1033,855
1034,868
1035,846
1036,854
1037,846
1038,906
1039,852
1040,865
1041,860
1042,900
1043,853
1044,853
1045,864
1046,877
1047,860
1048,866
1049,863
1050,882
1051,853
1052,866
1053,859
1054,898
1055,858
1056,851
1057,877
1058,892
1059,853
1060,861
1061,858
1062,866
1063,849
1064,856
1065,879
1066,873
1067,935
1068,863
1069,859
1070,893
1071,877
1072,874
1073,845
1074,871
1075,864
1076,881
1077,852
1078,885
1079,863
1080,848
1081,858
1082,890
1083,854
1084,863
1085,866
1086,863
1087,838
1088,905
1089,875
1090,857
1091,859
1092,872
1093,850
1094,791
1095,828
1096,812
1097,793
1098,888
1099,794
1100,794
1101,800
1102,905
1103,818
1104,814
1105,812
1106,922
1107,818
1108,798
1109,793
1110,913
1111,800
1112,858
1113,794
1114,939
1115,815
1116,815
1117,794
1118,925
1119,796
1120,792
1121,802
1122,792
1123,791
1124,841
1125,798
1126,792
1127,817
1128,805
1129,823
1130,852
1131,818
1132,791
1133,844
1134,812
1135,868
1136,815
1137,794
1138,783
1139,852
1140,820
1141,826
1142,819
1143,813
1144,800
1145,826
1146,829
1147,826
1148,791
1149,795
1150,834
1151,797
1152,845
1153,793
1154,817
1155,813
1156,842
1157,819
1158,797
1159,796
1160,847
1161,820
1162,820
1163,792
1164,812
1165,835
1166,795
1167,843
1168,846
1169,800
1170,790
1171,814
1172,831
1173,795
1174,818
1175,795
1176,797
1177,840
1178,791
1179,798
1180,797
1181,832
1182,848
1183,797
1184,801
1185,865
1186,794
1187,823
1188,795
1189,825
1190,797
1191,813
1192,848
1193,899
1194,885
1195,857
1196,861
1197,881
1198,845
1199,876
1200,885
1201,905
1202,858
1203,858
1204,887
1205,878
1206,888
1207,850
1208,859
1209,915
1210,873
1211,888
1212,891
1213,874
1214,880
1215,875
1216,899
1217,901
1218,869
1219,874
1220,868
1221,858
1222,881
1223,873
1224,899
1225,863
1226,863
1227,853
1228,857
1229,881
1230,862
1231,858
1232,850
1233,851
1234,853
1235,880
1236,848
1237,852
1238,853
1239,845
1240,861
1241,882
1242,870
1243,876
1244,879
1245,871
1246,877
1247,875
1248,917
1249,848
1250,857
1251,868
1252,883
1253,902
1254,846
1255,851
1256,1009
1257,859
1258,879
1259,858
1260,895
1261,895
1262,857
1263,870
1264,929
1265,853
1266,880
1267,929
1268,896
1269,868
1270,850
1271,860
1272,861
1273,880
1274,876
1275,876
1276,917
1277,879
1278,868
1279,880
1280,914
1281,850
1282,860
1283,818
1284,801
1285,809
1286,778
1287,779
1288,798
1289,782
1290,784
1291,783
1292,798
1293,782
1294,775
1295,786
1296,778
1297,823
1298,781
1299,806
1300,785
1301,823
1302,806
1303,804
1304,804
1305,805
1306,780
1307,806
1308,781
1309,808
1310,814
1311,785
1312,847
1313,822
1314,871
1315,833
1316,785
1317,845
1318,797
1319,783
1320,783
1321,807
1322,804
1323,782
1324,787
1325,783
1326,824
1327,808
1328,779
1329,804
1330,782
1331,831
1332,802
1333,812
1334,782
1335,832
1336,800
1337,788
1338,805
1339,802
1340,784
1341,780
1342,797
1343,825
1344,789
1345,805
1346,785
1347,792
1348,781
1349,783
1350,822
1351,885
1352,855
1353,841
1354,878
1355,860
1356,863
1357,879
1358,859
1359,843
1360,885
1361,857
1362,873
1363,891
1364,861
1365,873
1366,847
1367,888
1368,867
1369,864
1370,865
1371,909
1372,884
1373,867
1374,894
1375,883
1376,878
1377,864
1378,861
1379,946
1380,880
1381,857
1382,865
1383,898
1384,877
1385,855
1386,936
1387,884
1388,859
1389,860
1390,854
1391,868
1392,879
1393,852
1394,861
1395,905
1396,862
1397,855
1398,851
1399,872
1400,867
1401,883
1402,879
1403,874
1404,882
1405,849
1406,886
1407,885
1408,879
1409,867
1410,842
1411,907
1412,853
1413,878
1414,886
1415,881
1416,850
1417,879
1418,865
1419,858
1420,881
1421,852
1422,856
1423,854
1424,856
1425,871
1426,843
1427,790
1428,813
1429,795
1430,795
1431,824
1432,820
1433,793
1434,818
1435,846
1436,819
1437,815
1438,883
1439,808
1440,817
1441,813
1442,810
1443,865
1444,816
1445,818
1446,818
1447,827
1448,801
1449,797
1450,802
1451,795
1452,815
1453,793
1454,787
1455,802
1456,810
1457,795
1458,796
1459,817
1460,848
1461,796
1462,795
1463,795
1464,840
1465,800
1466,821
1467,797
1468,805
1469,791
1470,801
1471,796
1472,824
1473,808
1474,797
1475,789
1476,794
1477,850
1478,825
1479,796
1480,823
1481,824
1482,797
1483,827
1484,819
1485,811
1486,800
1487,795
1488,798
1489,796
1490,813
1491,791
1492,805
1493,872
1494,910
1495,865
1496,883
1497,856
1498,845
1499,863
1500,859
1501,855
1502,862
1503,889
1504,853
1505,865
1506,855
1507,857
1508,864
1509,895
1510,867
1511,853
1512,866
1513,852
1514,865
1515,882
1516,870
1517,877
1518,854
1519,850
1520,865
1521,998
1522,853
1523,863
1524,843
1525,903
1526,877
1527,850
1528,860
1529,903
1530,863
1531,864
1532,911
1533,880
1534,857
1535,874
1536,861
1537,888
1538,871
1539,859
1540,842
1541,899
1542,860
1543,852
1544,891
1545,904
1546,870
1547,884
1548,887
1549,877
1550,873
1551,851
1552,904
1553,867
1554,854
1555,890
1556,856
1557,926
1558,878
1559,869
1560,858
1561,852
1562,860
1563,896
1564,911
1565,854
1566,882
1567,870
1568,897
1569,880
1570,900
1571,851
1572,941
1573,884
1574,882
1575,908
1576,876
