inference_index,duration_us
1,2080
2,1144
3,1109
4,1090
5,1106
6,1112
7,1104
8,1126
9,1083
10,1087
11,1082
12,1200
13,1081
14,1094
15,1122
16,1092
17,1096
18,1133
19,1080
20,1079
21,1090
22,1106
23,1081
24,1104
25,1164
26,1091
27,1081
28,1119
29,1113
30,1079
31,1078
32,1106
33,1084
34,1114
35,1083
36,1107
37,1099
38,1124
39,1146
40,1084
41,1096
42,1082
43,1097
44,1111
45,1084
46,1105
47,1109
48,1111
49,1101
50,1105
51,1094
52,1078
53,1156
54,1082
55,1083
56,1132
57,1101
58,1080
59,1100
60,1133
61,1091
62,1104
63,1138
64,1078
65,1120
66,1080
67,1131
68,1088
69,1147
70,1123
71,1088
72,1100
73,1118
74,1143
75,1102
76,1104
77,1143
78,1106
79,1145
80,1203
81,1088
82,1088
83,1140
84,1126
85,1117
86,1137
87,1107
88,1081
89,1129
90,1103
91,1086
92,1095
93,1080
94,1139
95,1081
96,1089
97,1135
98,1092
99,1107
100,1089
101,1082
102,1099
103,1096
104,1132
105,1087
106,1092
107,1140
108,1111
109,1091
110,1085
111,1101
112,1082
113,1131
114,1116
115,1099
116,1085
117,1103
118,1102
119,1081
120,1082
121,1155
122,1106
123,1084
124,1134
125,1109
126,1103
127,1104
128,1132
129,1090
130,1094
131,1158
132,1089
133,1104
134,1100
135,1148
136,1120
137,1115
138,1145
139,1094
140,1102
141,1105
142,1113
143,1102
144,1108
145,1431
146,1093
147,1088
148,1169
149,1103
150,1125
151,1130
152,1109
153,1092
154,1122
155,1110
156,1093
157,1100
158,1131
159,1090
160,1100
161,1108
162,1194
163,1115
164,1142
165,1112
166,1127
167,1102
168,1132
169,1144
170,1126
171,1125
172,1145
173,1094
174,1102
175,1145
176,1108
177,1104
178,1103
179,1130
180,1096
181,1119
182,1143
183,1091
184,1113
185,1111
186,1108
187,1088
188,1112
189,1143
190,1095
191,1118
192,1087
193,1105
194,1095
195,1145
196,1140
197,1092
198,1121
199,1157
200,1357
201,1097
202,1100
203,1150
204,1130
205,1119
206,1146
207,1092
208,1090
209,1114
210,1097
211,1120
212,1121
213,1180
214,1095
215,1103
216,1180
217,1095
218,1091
219,1089
220,1121
221,1127
222,1090
223,1103
224,1089
225,1119
226,1099
227,1131
228,1104
229,1129
230,1157
231,1094
232,1116
233,1119
234,1103
235,1154
236,1094
237,1115
