inference_index,duration_us
1,236715
2,215468
3,212671
4,211467
5,212561
6,209707
7,211587
8,210513
9,212958
10,209521
11,214050
12,209527
13,210178
14,215420
15,208943
16,211646
17,213782
18,211946
19,208874
20,209428
21,214390
22,210991
23,210926
24,209823
25,212043
26,217011
27,211765
28,211223
29,214680
30,209953
31,209780
32,213339
33,212665
34,210070
35,210005
36,211907
37,212422
38,212263
39,211269
40,213148
41,213649
42,212367
43,211320
44,215363
45,209813
46,209402
47,210178
48,216679
49,209206
50,209374
51,213124
52,212199
53,210559
54,209244
55,211658
56,210163
57,214103
58,209795
59,209291
60,211018
61,210457
62,214488
63,209792
64,211674
65,213287
66,212084
67,208367
68,209758
69,210864
70,215459
71,211633
72,211520
73,213643
74,211017
75,211479
76,215449
77,211304
78,210467
79,212339
80,214968
81,211480
82,211997
83,214302
84,208752
85,209753
86,209453
87,210961
88,214854
89,209960
90,209498
91,213303
92,212688
93,211534
94,214876
95,213798
96,213370
97,212904
98,209826
99,211037
100,209072
101,212029
102,212569
103,210332
104,212705
105,211939
106,215205
107,208926
108,209838
109,208236
110,211075
111,213788
112,211158
113,212052
114,210330
115,213121
116,212930
117,210080
118,210314
119,500799
120,216595
121,212039
122,213068
123,213057
124,210423
125,209894
126,212670
127,213344
128,211047
129,208366
130,209303
131,213003
132,213158
133,212643
134,213495
135,212563
136,212871
137,217698
138,212902
139,213123
140,212744
141,208890
142,209330
143,212664
144,213654
145,211930
146,212841
147,216431
148,212856
149,214577
150,212925
151,209141
152,214611
153,214589
154,211375
155,212942
156,212764
157,210717
158,209633
159,211395
160,215035
161,212575
162,213616
163,211721
164,209394
165,210387
166,213819
167,213052
168,209433
169,208327
170,214713
171,211121
172,212807
173,210692
174,213015
175,209576
176,213769
177,211185
178,212645
179,211239
180,209905
181,209528
182,213465
183,214943
184,210886
185,213541
186,211362
187,214183
188,213127
189,210500
190,213660
191,213619
192,213335
193,212477
194,212203
195,213056
196,210886
197,208428
198,212276
199,214276
200,213314
201,211239
202,212914
203,212722
