inference_index,duration_us
1,6286
2,2567
3,2797
4,2763
5,2779
6,3023
7,2826
8,2881
9,2839
10,2778
11,2730
12,2573
13,2644
14,2596
15,2564
16,2638
17,2832
18,2575
19,2657
20,2798
21,2605
22,2669
23,2894
24,2600
25,2781
26,2620
27,2732
28,2563
29,2737
30,2614
31,2582
32,2667
33,2672
34,2656
35,2679
36,2701
37,2670
38,2604
39,2653
40,2591
41,2719
42,2605
43,2661
44,2594
45,2591
46,2660
47,2514
48,2530
49,2468
50,2556
51,2534
52,2489
53,2559
54,2521
55,2481
56,2507
57,2637
58,2491
59,2556
60,2534
61,2565
62,2487
63,2516
64,2474
65,2522
66,2510
67,2528
68,2509
69,2533
70,2511
71,2518
72,2487
73,2577
74,2477
75,2492
76,2486
77,2570
78,2446
79,2536
80,2625
81,2524
82,2553
83,2533
84,2452
85,2625
86,2541
87,2550
88,2675
89,2706
90,2573
91,2645
92,2718
93,2608
94,2731
95,2682
96,2668
97,2613
98,2643
99,2622
100,2568
101,2625
102,2603
103,2623
104,2634
105,2640
106,2604
107,2699
108,2669
109,2595
110,2581
111,2538
112,2564
113,2654
114,2579
115,2566
116,2599
117,2580
118,2560
119,2614
120,2608
121,2569
122,2578
123,2583
124,2557
125,2607
126,2569
127,2565
128,2564
129,2577
130,2558
131,2605
132,2578
133,2621
134,2581
135,2612
136,2561
137,2600
138,2578
139,2495
140,2542
141,2484
142,2489
143,2595
144,2475
145,2566
146,2529
147,2510
148,2547
149,2521
150,2586
151,2492
152,2479
153,2508
154,2510
155,2495
156,2606
157,2620
158,2598
159,2617
160,2616
161,2601
162,2696
163,2785
164,2553
165,2584
166,2576
167,2545
168,2603
169,2570
170,2563
171,2601
172,2570
173,2562
174,2617
175,2664
176,2597
177,2600
178,2657
179,2625
180,2621
181,2627
182,2679
183,2581
184,2558
185,2532
186,2575
187,2575
188,2598
189,2581
190,2637
191,2588
192,2569
193,2657
194,2642
195,2573
196,2536
197,2676
198,2554
199,2526
200,2590
201,2630
202,2589
203,2637
204,2555
205,2544
206,2520
207,2542
208,2630
209,2561
210,2630
211,2602
212,2645
213,2622
214,2651
215,2693
216,2723
217,2675
218,2675
219,2734
220,2676
221,2637
222,2638
223,2686
224,2613
225,2598
226,2634
227,2639
228,2681
229,2651
230,2643
231,2614
232,2519
233,2518
234,2581
235,2582
236,2632
237,2634
238,2673
239,2595
240,2606
241,2665
242,2565
243,2627
244,2564
245,2601
246,2534
247,2577
248,2593
249,2530
250,2543
251,2559
252,2681
253,2531
254,2594
255,2753
256,2610
257,2636
258,2659
259,2699
260,2686
261,2633
262,2689
263,2805
264,2651
265,2607
266,2668
267,2675
268,2641
269,2729
270,2653
271,2681
272,2635
273,2688
274,2767
275,2632
276,2769
277,2679
278,2724
279,2625
280,2696
281,2676
282,2615
283,2591
284,2614
285,2702
286,2678
287,2681
288,2693
289,2721
290,2697
291,2643
292,2697
293,2667
294,2594
295,2637
296,2647
297,2620
298,2633
299,2600
300,2624
301,2629
302,2671
303,2644
304,2761
305,2581
306,2685
307,2661
308,2651
309,2628
310,2581
311,2534
312,2557
313,2553
314,2564
315,2790
316,2530
317,2655
318,2621
319,2632
320,2529
321,2579
322,2600
323,2573
324,2681
325,2640
326,2525
327,2525
328,2539
329,2569
330,2535
331,2547
332,2565
333,2688
334,2601
335,2600
336,2591
337,2550
338,2526
339,2580
340,2514
341,2600
342,2580
343,2739
344,2596
345,2607
346,2614
347,2658
348,2667
349,2668
350,2818
351,2598
352,2678
353,2611
354,2622
355,2622
356,2605
357,2645
358,2637
359,2626
360,2648
361,2787
362,2640
363,2712
364,2664
365,2591
366,2636
367,2653
368,2633
369,2602
370,2618
371,2740
372,2686
373,2666
374,2645
375,2663
376,2643
377,2628
378,2690
379,2763
380,2630
381,2708
382,2632
383,2756
384,2513
385,2588
386,2523
387,2539
388,2525
389,2580
390,2608
391,2590
392,2577
393,2669
394,2534
395,2585
396,2572
397,2669
398,2550
399,2578
400,2527
401,2551
402,2625
403,2686
404,2618
405,2586
406,2521
407,2668
408,2608
409,2570
410,2552
411,2740
412,2575
413,2576
414,2538
415,2532
416,2548
417,2587
418,2602
419,2538
420,2570
421,2811
422,2662
423,2671
424,2778
425,2803
426,2653
427,2680
428,2634
429,2746
430,2622
431,2666
432,2677
433,2792
434,2639
435,2732
436,2697
437,2778
438,2626
439,2749
440,2684
441,2639
442,2640
443,2691
444,2730
445,2710
446,2642
447,2723
448,2725
449,2630
450,2689
451,2691
452,2652
453,2625
454,2635
455,2717
456,2687
457,2726
458,2690
459,2618
460,2548
461,2509
462,2544
463,2527
464,2524
465,2539
466,2540
467,2511
468,2566
469,2549
470,2530
471,2525
472,2533
473,2518
474,2559
475,2529
476,2529
477,2526
478,2542
479,2619
480,2508
481,2553
482,2535
483,2542
484,2612
485,2661
486,2614
487,2609
488,2624
489,2649
490,2594
491,2622
492,2763
493,2612
494,2596
495,2619
496,2653
497,2581
498,2616
499,2615
500,2650
501,2578
502,2683
503,2603
504,2605
505,2587
506,2642
507,2645
508,2642
509,2624
510,2655
511,2631
512,2626
513,2682
514,2662
515,2603
516,2628
517,2628
518,2690
519,2615
520,2634
521,2629
522,2782
523,2610
524,2722
525,2674
526,2751
527,2597
528,2626
529,2672
530,2602
531,2619
532,2570
533,2527
534,2500
