inference_index,duration_us
1,7211
2,3923
3,3945
4,3502
5,3411
6,3506
7,3080
8,3050
9,3169
10,3120
11,3255
12,3019
13,3138
14,3153
15,3078
16,3052
17,3108
18,3080
19,3141
20,3065
21,3204
22,3046
23,3064
24,3158
25,3205
26,3157
27,3151
28,3103
29,3160
30,3062
31,3304
32,3055
33,3128
34,3106
35,3267
36,3193
37,3137
38,3117
39,3143
40,3246
41,3192
42,3113
43,3144
44,3094
45,3065
46,3030
47,3159
48,3035
49,3138
50,3040
51,3194
52,3088
53,2990
54,3200
55,3035
56,3207
57,3149
58,3123
59,3104
60,3116
61,3055
62,3158
63,3046
64,3155
65,3027
66,3207
67,3087
68,3085
69,3084
70,3099
71,3080
72,3121
73,3050
74,3185
75,3081
76,3218
77,3083
78,3158
79,3134
80,3090
81,3066
82,3039
83,3169
84,3136
85,3140
86,3102
87,3115
88,3093
89,3144
90,3156
91,3175
92,3181
93,3242
94,3148
95,3091
96,3112
97,3114
98,3149
99,3167
100,3060
101,3278
102,3023
103,3085
104,3097
105,3119
106,3194
107,3039
108,3166
109,3080
110,3073
111,3183
112,3039
113,3123
114,3120
115,3241
116,3073
117,3062
118,3009
119,3131
120,3104
121,3210
122,3125
123,3151
124,3129
125,3267
126,3144
127,3220
128,3096
129,3198
130,3083
131,3324
132,3085
133,3139
134,3124
135,3132
136,3113
137,3100
138,3036
139,3141
140,3055
141,3220
142,3049
143,3093
144,3051
145,3186
146,3090
147,3084
148,3014
149,3073
150,3044
151,3221
152,2980
153,3113
154,3090
155,3218
156,3170
157,3217
158,3040
159,3101
160,3117
161,3156
162,3173
163,3304
164,3119
165,3130
166,3115
167,3153
168,3196
169,3285
170,3127
171,3305
172,3153
173,3227
174,3175
175,3230
176,3175
177,3205
178,3197
179,3315
180,3102
181,3132
182,3151
183,3146
184,3156
185,3169
186,3208
187,3276
188,3112
189,3194
190,3142
191,3212
192,3115
193,3267
194,3202
195,3259
196,3110
197,3121
198,3109
199,3165
200,3154
201,3262
202,3179
203,3190
204,3160
205,3226
206,3181
207,3186
208,3173
209,3303
210,3157
211,3184
212,3140
213,3199
214,3161
215,3209
216,3126
217,3311
218,3163
219,3211
220,3117
221,3170
222,3141
223,3213
224,3160
225,3318
226,3120
227,3135
228,3251
229,3213
230,3112
231,3166
232,3139
233,3110
234,3093
235,3142
236,3124
237,3187
238,3172
239,3284
240,3098
241,3145
242,3161
243,3188
244,3134
245,3180
246,3157
247,3254
248,3111
249,3144
250,3137
251,3159
252,3298
253,3185
254,3160
255,3199
256,3099
257,3186
258,3138
259,3171
260,3136
261,3312
262,3204
263,3200
264,3154
265,3172
266,3146
267,3163
268,3141
269,3263
270,3160
271,3196
272,3135
273,3221
274,3180
275,3316
276,3227
277,3404
278,3136
279,3198
280,3135
281,3184
282,3226
283,3270
284,3218
285,3209
286,3188
287,3101
288,3168
289,3156
290,3158
291,3121
292,3205
293,3095
294,3113
295,3120
296,3166
297,3151
298,3154
299,3123
300,3127
301,3139
302,3162
303,3119
304,3174
305,3123
306,3271
307,3163
308,3191
309,3115
310,3149
311,3167
312,3133
313,3128
314,3232
315,3100
316,3164
317,3141
318,3171
319,3159
320,3257
321,3172
322,3103
323,3165
324,3120
325,3238
326,3131
327,3249
328,3107
329,3136
330,3101
331,3216
332,3117
333,3142
334,3168
335,3372
336,3194
337,3138
338,3107
339,3220
340,3124
341,3148
342,3118
343,3209
344,3094
345,3156
346,3134
347,3242
348,3181
349,3241
350,3155
351,3131
352,3094
353,3174
354,3119
355,3127
356,3106
357,3167
358,3092
359,3143
360,3113
361,3146
362,3155
363,3253
364,3136
365,3141
366,3120
367,3227
368,3132
369,3187
370,3139
371,3278
372,3141
373,3168
374,3124
375,3342
376,3174
377,3256
378,3159
379,3281
380,3094
381,3127
382,3121
383,3146
384,3113
385,3189
386,3140
387,3293
388,3091
389,3126
390,3184
391,3234
392,3144
393,3272
394,3235
395,3188
396,3152
397,3231
398,3130
399,3325
400,3134
401,3141
402,3133
403,3121
404,3137
405,3109
406,3126
407,3232
408,3175
409,3324
410,3163
411,3141
412,3115
413,3175
414,3121
415,3109
416,3169
417,3119
418,3165
419,3199
420,3111
421,3137
422,3212
423,3308
424,3104
425,3116
426,3111
427,3142
428,3123
429,3162
430,3138
431,3316
432,3121
433,3168
434,3144
435,3239
436,3205
437,3334
438,3134
439,3368
440,3079
441,3165
442,3130
443,3209
444,3147
