inference_index,duration_us
1,1384
2,674
3,661
4,663
5,655
6,698
7,654
8,657
9,681
10,659
11,661
12,730
13,658
14,663
15,665
16,663
17,734
18,658
19,670
20,669
21,663
22,695
23,658
24,656
25,662
26,672
27,671
28,703
29,657
30,671
31,669
32,668
33,725
34,662
35,694
36,668
37,702
38,689
39,701
40,661
41,676
42,670
43,678
44,722
45,657
46,664
47,696
48,670
49,663
50,701
51,658
52,677
53,695
54,710
55,740
56,658
57,674
58,662
59,664
60,714
61,665
62,691
63,718
64,714
65,712
66,678
67,663
68,671
69,665
70,668
71,699
72,663
73,685
74,671
75,718
76,763
77,659
78,658
79,676
80,665
81,678
82,696
83,668
84,661
85,666
86,690
87,708
88,658
89,663
90,666
91,667
92,665
93,713
94,658
95,669
96,665
97,673
98,756
99,658
100,659
101,657
102,659
103,664
104,702
105,667
106,661
107,660
108,684
109,713
110,660
111,679
112,678
113,658
114,680
115,716
116,667
117,668
118,696
119,691
120,715
121,657
122,657
123,672
124,661
125,660
126,707
127,664
128,691
129,688
130,695
131,700
132,657
133,666
134,675
135,668
136,688
137,734
138,668
139,660
140,669
141,681
142,739
143,661
144,659
145,689
146,660
147,661
148,697
149,671
150,688
151,688
152,680
153,700
154,659
155,677
156,669
157,664
158,713
159,668
160,676
161,676
162,671
163,681
164,715
165,659
166,662
167,673
168,667
169,709
170,691
171,668
172,671
173,681
174,693
175,675
176,658
177,674
178,670
179,670
180,715
181,665
182,654
183,666
184,689
185,665
186,707
187,659
188,660
189,666
190,661
191,680
192,672
193,671
194,678
195,679
196,691
197,679
198,661
199,660
200,658
201,662
202,656
203,680
204,680
205,684
206,696
207,695
208,748
209,664
210,663
211,669
212,660
213,658
214,680
215,666
216,661
217,667
218,677
219,690
220,678
221,666
222,674
223,678
224,678
225,686
226,665
227,664
228,694
229,685
230,676
231,660
232,674
233,694
234,674
235,675
236,680
237,662
238,676
239,671
240,663
241,660
242,673
243,674
244,677
245,697
246,676
247,683
248,677
249,692
250,676
251,693
252,680
253,716
254,674
255,699
256,664
257,672
258,711
259,672
260,696
261,694
262,679
263,674
264,690
265,670
266,670
267,679
268,678
269,711
270,670
271,660
272,692
273,670
274,685
275,704
276,662
277,663
278,664
279,675
280,706
281,668
282,669
283,672
284,682
285,676
286,691
287,673
288,675
289,679
290,678
291,731
292,670
293,670
294,677
295,684
296,682
297,729
298,682
299,672
300,684
301,672
302,701
303,667
304,670
305,674
306,684
307,672
308,690
309,686
310,689
311,680
312,699
313,708
314,663
315,676
316,674
317,676
318,681
319,721
320,681
321,686
322,678
323,676
324,704
325,675
326,677
327,673
328,696
329,691
330,681
331,670
332,675
333,680
334,693
335,704
336,668
337,669
338,676
339,683
340,699
341,744
342,681
343,675
344,673
345,677
346,686
347,669
348,664
349,671
350,680
351,717
352,700
353,698
354,668
355,686
356,705
357,714
358,990
359,701
360,705
361,672
362,745
363,677
364,680
365,685
366,686
367,689
368,681
369,671
370,680
371,683
372,682
373,688
374,668
375,668
376,683
377,685
378,685
379,682
380,667
381,670
382,673
383,686
384,725
385,687
386,667
387,665
388,674
389,682
390,685
391,673
392,665
393,675
394,679
395,690
396,675
397,680
398,674
399,680
400,680
401,692
402,667
403,682
404,678
405,691
406,713
407,684
408,673
409,696
410,680
411,682
412,885
413,681
414,701
415,674
416,689
417,692
418,681
419,685
420,681
421,676
422,689
423,666
424,667
425,669
426,675
427,691
428,717
429,669
430,667
431,671
432,668
433,694
434,668
435,665
436,670
437,682
438,702
439,688
440,709
441,690
442,677
443,949
444,708
445,674
446,677
447,684
448,673
449,677
450,722
451,670
452,667
453,676
454,684
455,696
456,673
457,669
458,667
459,707
460,687
461,684
462,671
463,672
464,676
465,703
466,682
467,695
468,691
469,676
470,674
471,666
472,714
473,673
474,676
475,690
476,682
477,708
478,677
479,685
480,678
481,683
482,724
483,666
484,883
485,678
486,672
487,669
488,680
489,673
490,685
491,708
492,701
493,718
494,667
495,664
496,664
497,684
498,678
499,684
500,706
501,674
502,702
503,684
504,708
505,674
506,682
507,676
508,682
509,720
510,669
511,722
512,678
513,698
514,699
515,747
516,679
517,704
518,669
519,690
520,716
521,673
522,688
523,682
524,718
525,670
526,678
527,664
528,672
529,698
530,702
531,712
532,678
533,684
534,696
535,679
536,751
537,672
538,679
539,697
540,673
541,684
542,706
543,686
544,686
545,681
546,699
547,710
548,669
549,666
550,678
551,678
552,666
553,693
554,679
555,678
556,712
557,705
558,973
559,679
560,688
561,675
562,703
563,687
564,674
565,683
566,707
567,681
568,674
569,684
570,669
571,672
572,670
573,684
574,689
575,682
576,684
577,678
578,684
579,691
580,722
581,666
582,669
583,673
584,679
585,700
586,667
587,682
588,676
589,689
590,688
591,927
592,683
593,675
594,680
595,678
596,692
597,703
598,683
599,681
600,698
601,673
602,719
603,689
604,697
605,674
606,683
607,715
608,670
609,672
610,668
611,688
612,704
613,688
614,668
615,679
616,675
617,684
618,684
619,670
620,668
621,676
622,681
623,672
624,725
625,707
626,672
627,683
628,703
629,947
630,680
631,702
632,673
633,687
634,689
635,677
636,679
637,684
638,695
639,682
640,684
641,670
642,672
643,676
644,674
645,719
646,675
647,683
648,669
649,671
650,700
651,682
652,671
653,675
654,671
655,677
656,689
657,679
658,681
659,695
660,671
661,687
662,928
663,681
664,693
665,673
666,672
667,717
668,687
669,693
670,685
671,690
672,683
673,686
674,678
675,672
676,678
677,685
678,688
679,679
680,687
681,673
682,673
683,683
684,737
685,681
686,691
687,702
688,737
689,685
690,691
691,689
692,683
693,755
694,687
695,687
696,694
697,715
698,704
699,687
700,683
701,686
702,683
703,699
704,689
705,683
706,689
707,694
708,744
709,698
710,697
711,725
712,737
713,689
714,691
715,695
716,695
717,705
718,688
719,696
720,707
721,704
722,726
723,684
724,695
725,692
726,690
727,735
728,688
729,702
730,719
731,684
732,692
733,684
734,683
735,688
736,714
737,696
738,691
739,687
740,699
741,718
742,695
743,710
744,683
745,707
746,725
747,684
748,701
749,709
750,699
751,701
752,688
753,688
754,697
755,699
756,689
757,689
758,686
759,697
760,731
761,694
762,686
763,696
764,696
765,738
766,692
767,684
768,688
769,692
770,697
771,686
772,683
773,682
774,719
775,707
776,716
777,720
778,703
779,736
780,689
781,688
782,701
783,721
784,761
785,736
786,686
787,719
788,716
789,711
790,689
791,710
792,685
793,685
794,712
795,693
796,718
797,736
798,754
799,686
800,687
801,746
802,711
803,768
804,715
805,687
806,686
807,688
808,721
809,726
810,694
811,710
812,683
813,685
814,696
815,709
816,695
817,760
818,689
819,718
820,758
821,725
822,759
823,694
824,719
825,695
826,722
827,747
828,699
829,716
830,694
831,728
832,700
833,691
834,710
835,713
836,705
837,689
838,687
839,707
840,691
841,741
842,694
843,697
844,722
845,722
846,959
847,722
848,691
849,728
850,721
851,702
852,699
853,695
854,688
855,702
856,685
857,685
858,695
859,706
860,745
861,704
862,696
863,753
864,717
865,696
866,686
867,698
868,714
869,724
870,689
871,689
872,693
873,704
874,717
875,687
876,734
877,687
878,700
879,753
880,708
881,733
882,705
883,694
884,685
885,680
886,714
887,712
888,709
889,726
890,696
891,691
892,723
893,748
894,694
895,702
896,690
897,697
898,732
899,694
900,703
901,725
902,722
903,707
904,684
905,684
906,690
907,716
908,689
909,697
910,723
911,719
912,737
913,688
914,693
915,707
916,694
917,743
918,686
919,700
920,710
921,690
922,726
923,688
