inference_index,duration_us
1,3228
2,1936
3,2178
4,1905
5,1918
6,1927
7,1948
8,1910
9,2102
10,1926
11,1983
12,1945
13,1981
14,1992
15,2023
16,1973
17,2016
18,1980
19,1996
20,1981
21,1956
22,1962
23,2052
24,1952
25,1948
26,1989
27,1942
28,1945
29,1955
30,1973
31,1950
32,2115
33,1997
34,1978
35,2005
36,1988
37,1959
38,2212
39,2054
40,2144
41,2131
42,2119
43,2116
44,2138
45,2173
46,2102
47,2125
48,2078
49,2286
50,2062
51,2102
52,2103
53,2141
54,2066
55,2134
56,2092
57,2065
58,2215
59,2091
60,2155
61,2125
62,2148
63,2044
64,1972
65,1966
66,1946
67,1980
68,2003
69,1958
70,1985
71,1941
72,1975
73,1953
74,1969
75,1921
76,2008
77,1949
78,1982
79,1965
80,1934
81,2088
82,1921
83,2033
84,1995
85,1940
86,1924
87,2048
88,1926
89,1940
90,1964
91,2012
92,1943
93,1976
94,1947
95,1965
96,1965
97,1970
98,1942
99,2065
100,1943
101,1947
102,1972
103,1953
104,1920
105,2003
106,1921
107,1988
108,1972
109,1971
110,1941
111,1985
112,1945
113,1962
114,1966
115,1994
116,2058
117,1969
118,2057
119,2121
120,2072
121,2124
122,2184
123,2066
124,2206
125,2107
126,2136
127,2085
128,2123
129,2083
130,2131
131,2100
132,2081
133,2220
134,2088
135,2104
136,2106
137,2180
138,2065
139,1961
140,1925
141,1937
142,1951
143,1946
144,1924
145,2040
146,1965
147,1977
148,1961
149,1966
150,1922
151,1994
152,1934
153,2016
154,1991
155,1962
156,1967
157,1986
158,1940
159,1992
160,1965
161,1940
162,1937
163,1967
164,1973
165,1946
166,2087
167,1917
168,2027
169,1999
170,1980
171,1943
172,2114
173,1970
174,2017
175,2005
176,2108
177,2050
178,2158
179,2107
180,2137
181,2143
182,2084
183,2182
184,2121
185,2130
186,2093
187,2103
188,2118
189,2135
190,2102
191,2168
192,2098
193,2118
194,2121
195,2079
196,2094
197,2102
198,2176
199,2083
200,1987
201,1921
202,1979
203,1978
204,1957
205,1947
206,2040
207,1918
208,1965
209,1962
210,1940
211,1945
212,1980
213,1954
214,2058
215,2013
216,1961
217,1938
218,1984
219,1922
220,1914
221,1942
222,1913
223,1923
224,1936
225,1915
226,1918
227,1939
228,1921
229,1916
230,1956
231,2131
232,2064
233,2276
234,2061
235,2140
236,2106
237,2132
238,2127
239,2122
240,2149
241,2131
242,2114
243,2097
244,2152
245,2157
246,2101
247,2352
248,2149
249,2131
250,2121
251,2183
252,2184
253,2131
254,2147
255,2100
256,2097
257,2048
258,1944
259,1972
260,1953
261,1980
262,1950
263,1969
264,1957
265,2013
266,1955
267,1974
268,2088
269,1956
270,1984
271,1976
272,2000
273,1953
274,1983
275,1949
276,1988
277,1953
278,1969
279,1977
280,1953
281,1997
282,1950
283,1992
284,1979
285,1973
286,2047
287,2152
288,2135
289,2113
290,2141
291,2121
292,2138
293,2099
294,2171
295,2192
296,2112
297,2139
298,2155
299,2135
300,2248
301,2116
302,2143
303,2121
304,2131
305,2017
306,1954
307,2101
308,1965
309,1995
310,2013
311,1983
312,1960
313,2009
314,1952
315,2049
316,2107
317,1969
318,1982
319,1998
320,1970
321,1954
322,2046
323,1975
324,2012
325,1998
326,1955
327,1975
328,1997
329,2003
330,1952
331,1990
332,1949
333,1987
334,2141
335,2136
336,2167
337,2145
338,2187
339,2132
340,2176
341,2172
342,2138
343,2254
344,2142
345,2196
346,2211
347,2117
348,2314
349,2110
350,2208
351,2195
352,2139
353,2318
354,2133
355,2178
356,2202
357,2097
358,2266
359,2039
360,1996
361,1965
362,1976
363,2119
364,1982
365,2005
366,1971
367,2026
368,2096
369,2020
370,1999
371,1999
372,2039
373,2011
374,1972
375,1979
376,1995
377,1940
378,2035
379,2039
380,1975
381,2011
382,2008
383,1996
384,1995
385,2089
386,1974
387,2011
388,1955
389,2045
390,2166
391,1976
392,2033
393,1974
394,2023
395,2012
396,1986
397,1967
398,1982
399,1998
400,1951
401,1997
402,1954
403,1997
404,1966
405,1982
406,1960
407,2020
408,1997
409,1973
410,2145
411,2024
412,2170
413,2086
414,2153
415,2246
416,2155
417,2140
418,2126
419,2136
420,2100
421,2139
422,2148
423,2119
424,2361
425,2103
426,2135
427,2185
428,2107
429,2155
430,2139
431,2105
432,2274
433,2176
434,2192
435,2139
436,2178
437,2129
438,2116
439,2186
440,2112
441,2179
442,2255
443,2108
444,2148
445,2167
446,2116
447,2119
448,2141
449,2154
450,2164
451,2139
452,2156
453,2127
454,2217
455,2097
456,2138
457,2120
458,2136
459,2190
460,2182
461,2191
462,2131
463,2035
464,1982
465,1979
466,2088
467,1972
468,2058
469,2003
470,1988
471,1978
472,2084
473,1991
474,2001
475,2000
476,1950
477,2076
478,1958
479,1968
480,2007
481,2000
482,1999
483,2065
484,1991
485,2000
486,2062
487,2043
488,1968
489,1948
490,2013
491,1950
492,1968
493,1977
494,1955
495,1980
496,1982
497,2009
498,1965
499,2030
500,1956
501,1957
502,2019
503,1978
504,1972
505,1978
506,1993
507,1959
508,2114
509,1957
510,2035
511,1957
512,2049
513,1980
514,1952
515,2015
516,2027
517,2150
518,2153
519,2193
520,2147
521,2120
522,2327
523,2109
524,2183
525,2180
526,2095
527,2310
528,2096
529,2127
530,2127
531,2113
532,2157
533,2108
534,2125
535,2114
536,2162
537,2155
538,2118
539,2204
540,2106
541,2149
542,2103
543,2110
544,2151
545,2091
546,2181
547,2104
548,2150
549,2167
550,2128
551,2142
552,2133
553,2168
554,2112
555,2104
556,2158
557,2111
558,2155
559,2123
560,2134
561,2144
562,2108
563,2148
564,2111
565,2147
566,2183
567,2100
568,2134
569,2126
570,2147
571,2101
572,2142
573,2170
574,2135
575,2143
576,2101
577,2129
578,2131
579,2129
580,2188
581,2096
582,2201
583,2012
584,1983
585,2166
586,2008
587,2058
588,2033
589,2054
590,2034
591,2026
592,2051
593,2006
594,2030
595,1999
596,2040
597,1977
598,1989
599,2002
600,1993
601,2050
602,2012
603,1993
604,1994
605,2115
606,1980
607,2027
608,1975
609,2014
610,2108
611,1976
612,2032
613,2002
614,1987
615,1985
616,2037
617,1997
618,1999
619,2164
620,1974
621,2010
622,2008
623,2032
624,1980
625,2019
626,1969
627,1994
628,1996
629,1971
630,2061
631,2000
632,1996
633,1970
634,2015
635,1982
636,2004
637,1998
638,1978
639,2092
640,2117
641,2128
642,2105
643,2186
644,2165
645,2104
646,2150
647,2144
648,2119
649,2132
650,2130
651,2131
652,2132
653,2159
654,2105
655,2175
656,2162
657,2104
658,2303
659,2108
660,2151
661,2117
662,2110
663,2136
664,1956
665,1995
666,1979
667,1978
668,1954
669,2009
670,1957
671,1956
672,2101
673,1965
674,1974
675,1952
676,1992
677,1969
678,1993
679,1946
