Time(ms),Main(mA),Main Voltage(V),
1756255164022034,78.99047958278967,4.1925,
1756255164022041,80.46372446154858,4.19325,
1756255164022043,82.91913259281341,4.1922500000000005,
1756255164022044,83.65575503219287,4.191,
1756255164022045,85.62008153720473,4.19125,
1756255164022046,84.39237747157232,4.19275,
1756255164022047,86.84778560283715,4.1925,
1756255164022048,84.14683665844584,4.19025,
1756255164022049,83.7785254387561,4.19375,
1756255164022051,83.90129584531935,4.1922500000000005,
1756255164022052,85.00622950438853,4.191,
1756255164022053,83.41021421906638,4.191,
1756255164022054,84.02406625188259,4.18925,
1756255164022055,83.41021421906638,4.194,
1756255164022056,82.79636218625018,4.19375,
1756255164022057,80.58649486811183,4.1915000000000004,
1756255164022058,80.70926527467506,4.1930000000000005,
1756255164022059,80.34095405498535,4.1925,
1756255164022060,79.48156120904265,4.19425,
1756255164022061,78.49939795653671,4.19175,
1756255164022062,77.14892348434105,4.19075,
1756255164022063,76.28953063839836,4.19375,
1756255164022064,77.02615307777782,4.19475,
1756255164022065,78.62216836309996,4.1905,
1756255164022067,79.60433161560589,4.19525,
1756255164022068,79.23602039591617,4.1930000000000005,
1756255164022069,84.14683665844584,4.1922500000000005,
1756255164022070,100.72084154448345,4.1895,
1756255164022071,104.28118333481747,4.1895,
1756255164022072,104.15841292825422,4.19125,
1756255164022073,112.01571894830168,4.1895,
1756255164022074,106.7365914660823,4.1922500000000005,
1756255164022075,81.20034690092803,4.195,
1756255164022076,75.67567860558216,4.19175,
1756255164022077,77.14892348434105,4.192,
1756255164022078,77.2716938909043,4.195,
1756255164022079,75.55290819901892,4.19175,
1756255164022081,75.7984490121454,4.19275,
1756255164047095,75.55290819901892,4.19375,
1756255164047100,76.90338267121457,4.194,
1756255164047101,77.02615307777782,4.19525,
1756255164047102,77.02615307777782,4.194,
1756255164047103,76.78061226465132,4.19425,
1756255164047105,76.04398982527188,4.194,
1756255164047106,78.62216836309996,4.19375,
1756255164047107,79.84987242873237,4.19275,
1756255164047108,77.8855459237205,4.1915000000000004,
1756255164047109,77.8855459237205,4.192,
1756255164047110,81.44588771405452,4.19275,
1756255164047111,79.3587908024794,4.1922500000000005,
1756255164047112,77.76277551715727,4.1915000000000004,
1756255164047113,174.5058558889917,4.187,
1756255164047114,127.11647895558042,4.1930000000000005,
1756255164047115,73.09750006775408,4.192,
1756255164047116,56.891806401406186,4.1935,
1756255164047117,60.45214819174019,4.195,
1756255164047119,58.1195104670386,4.1930000000000005,
1756255164047120,56.76903599484294,4.19525,
1756255164047121,56.785337950632204,4.192,
1756255164047122,57.68697047437053,4.1930000000000005,
1756255164047123,57.64691861639455,4.194,
1756255164047124,57.13734721453267,4.19525,
1756255164047125,57.705599245522144,4.19175,
1756255164047126,58.41721830351397,4.1915000000000004,
1756255164047127,57.014576807969426,4.19375,
1756255164047128,57.014576807969426,4.1935,
1756255164047129,83.1646734059399,4.18725,
1756255164047130,123.8016779783729,4.19175,
1756255164047131,93.72292837037868,4.19125,
1756255164047132,73.58858169400705,4.1955,
1756255164047133,61.67985225737261,4.19575,
1756255164047134,60.08383697205046,4.19275,
1756255164047135,60.45214819174019,4.19125,
1756255164047136,68.67776543147738,4.1895,
1756255164047137,79.97264283529562,4.192,
1756255164047139,86.84778560283715,4.1935,
1756255164047140,88.32103048159605,4.19175,
1756255164047141,78.7449387696632,4.1922500000000005,
1756255164047142,60.206607378613704,4.1925,
1756255164047143,58.733362499854806,4.19425,
1756255164047144,57.99674006047536,4.19375,
1756255164047145,60.574918598303434,4.1922500000000005,
1756255164047146,77.39446429746754,4.186,
1756255164047147,124.04721879149938,4.1922500000000005,
1756255164047148,89.30319373410198,4.18975,
1756255164047149,120.97795862741833,4.1895,
1756255164047150,76.78061226465132,4.19375,
1756255164047151,65.11742364114338,4.195,
1756255164047152,60.574918598303434,4.191,
1756255164047153,62.416474696752054,4.194,
1756255164047154,59.96106656548722,4.194,
1756255164047155,61.0660002245564,4.194,
1756255164047156,66.46789811333903,4.18975,
1756255164047157,79.48156120904265,4.19,
1756255164047159,82.05973974687072,4.19,
1756255164047160,124.16998919806261,4.18475,
1756255164047161,143.07663180880184,4.19025,
1756255164047162,99.49313747885104,4.19,
1756255164047163,132.51837684436305,4.18975,
1756255164047164,101.58023439042614,4.19375,
1756255164047165,127.36201976870692,4.19175,
1756255164047166,94.45955080975813,4.19125,
1756255164047167,119.25917293553294,4.1915000000000004,
1756255164047168,85.98839275689446,4.19325,
1756255164047169,60.45214819174019,4.1915000000000004,
1756255164047170,60.697689004866675,4.194,
1756255164047171,63.15309713613151,4.19425,
1756255164047172,61.80262266393585,4.19575,
1756255164047173,59.101673719544536,4.1925,
1756255164047174,59.83829615892398,4.19175,
1756255164047175,59.34721453267102,4.18975,
1756255164047177,61.0660002245564,4.1915000000000004,
1756255164047178,59.22444412610778,4.1922500000000005,
1756255164047179,58.36505128016508,4.1935,
1756255164047180,57.75119924734887,4.19325,
1756255164047181,57.38288802765915,4.1925,
1756255164047182,58.36505128016508,4.1915000000000004,
1756255164047183,58.85613290641805,4.1930000000000005,
1756255164047184,57.87396965391211,4.194,
1756255164047185,57.87396965391211,4.194,
1756255164047186,58.65566657425468,4.19475,
1756255164047187,58.59419162945434,4.19375,
1756255164047188,57.13734721453267,4.19325,
1756255164047189,56.73317739140767,4.1945,
1756255164047190,57.38288802765915,4.1930000000000005,
1756255164047191,57.38288802765915,4.1915000000000004,
1756255164047192,62.04816347706233,4.192,
1756255164047194,85.12899991095176,4.19575,
1756255164047195,69.04607665116711,4.19575,
1756255164047196,57.13734721453267,4.19175,
1756255164047197,58.1377867362397,4.19525,
1756255164047198,57.50565843422239,4.19475,
1756255164047199,58.003659583948036,4.1930000000000005,
1756255164047200,56.26373235838689,4.195,
1756255164047201,56.504974944800345,4.1930000000000005,
1756255164047202,57.25292010653782,4.192,
1756255164047203,57.38288802765915,4.1935,
1756255164047204,59.22444412610778,4.19275,
1756255164047205,61.18877063111964,4.192,
